Long;Lat;Red;IR;Altitude;Speed;Temp;Depth;EC SH;EC DP;EC Ratio;Slope;Curve
-101,0727616;39,385815;218,58;386,19;972,9;3,84;134,74;1,23;37,21;40,29;1,08;2,4395;-0,0028
-101,0727816;39,385815;217,72;384,51;973;3,84;134,62;1,23;37,32;40,39;1,08;2,4108;-0,003
-101,0728016;39,385815;216,73;380,57;973,1;3,82;134,48;1,25;37,25;40,33;1,08;2,381;-0,0034
-101,0728216;39,385815;215,72;374,6;973,1;3,81;134,36;1,26;37,04;40,09;1,08;2,3477;-0,0039
-101,0728433;39,385815;214,82;367,77;973,2;3,8;134,26;1,28;36,76;39,66;1,08;2,3092;-0,0044
-101,0728616;39,385815;214,47;364,09;973,2;3,79;134,27;1,28;36,62;39,25;1,07;2,2706;-0,0051
-101,0728816;39,385815;214,64;363,94;973,3;3,77;134,43;1,28;36,62;38,89;1,06;2,2257;-0,0061
-101,0729016;39,385815;215,14;366,83;973,3;3,77;134,71;1,28;36,81;38,75;1,05;2,1836;-0,0069
-101,0729216;39,385815;215,62;370,46;973,3;3,78;135,04;1,28;37,2;38,87;1,04;2,1395;-0,0077
-101,0729399;39,385815;215,86;372,69;973,3;3,8;135,28;1,28;37,72;39,16;1,04;2,0978;-0,0084
-101,07296;39,3858133;215,87;373,29;973,3;3,83;135,48;1,29;38,37;39,52;1,03;2,061;-0,0087
-101,07298;39,3858133;215,7;372,5;973,4;3,85;135,67;1,29;38,89;39,72;1,02;2,0115;-0,0093
-101,073;39,3858133;215,47;371,25;973,4;3,86;135,9;1,29;39,11;39,67;1,01;1,9676;-0,0095
-101,07302;39,3858133;215,27;370,11;973,4;3,87;136,17;1,29;39;39,39;1,01;1,9144;-0,0099
-101,07304;39,3858133;215,1;369,21;973,4;3,86;136,36;1,3;38,72;39,09;1,01;1,8572;-0,01
-101,07306;39,3858133;214,92;368,19;973,3;3,86;136,38;1,31;38,38;39;1,02;1,8053;-0,0099
-101,0730799;39,385815;214,58;366,18;973,4;3,84;136,23;1,32;37,98;39,2;1,03;1,7483;-0,0098
-101,0731;39,385815;214,19;363,94;973,3;3,83;136,05;1,33;37,56;39,75;1,06;1,7021;-0,0094
-101,0731199;39,385815;213,86;362,03;973,2;3,83;136;1,34;37,3;40,55;1,09;1,6587;-0,009
-101,07314;39,3858167;213,66;360,85;973;3,84;136,15;1,36;37,28;41,45;1,11;1,6092;-0,0085
-101,0731583;39,3858167;213,67;360,78;973,1;3,86;136,48;1,38;37,52;42,31;1,13;1,5758;-0,008
-101,07318;39,3858167;213,79;361;973,2;3,88;136,94;1,41;38,02;43,3;1,14;1,5412;-0,0074
-101,0732;39,3858167;213,8;360,08;973,3;3,88;137,31;1,42;38,56;44,18;1,15;1,5102;-0,007
-101,0732216;39,3858167;213,73;358,04;973,4;3,86;137,52;1,43;39,15;45,08;1,15;1,4832;-0,0066
-101,0732416;39,3858183;213,74;356,18;973,4;3,82;137,55;1,43;39,67;45,86;1,16;1,4579;-0,0062
-101,073265;39,3858183;214,04;355,56;973,4;3,75;137,48;1,43;40,28;46,67;1,16;1,4415;-0,0059
-101,0732833;39,3858167;214,73;357,99;973,4;3,67;137,39;1,42;40,75;47,22;1,16;1,4391;-0,0057
-101,0733066;39,3857267;235,89;476,69;972,7;3,27;139,09;1,44;44,52;48,53;1,09;1,8225;-0,0087
-101,0732916;39,3857267;233,26;459,41;972,6;3,4;139,07;1,43;44,64;48,44;1,09;1,8292;-0,0086
-101,0732716;39,3857267;229,33;434,02;972,5;3,58;139,04;1,4;44,88;48,29;1,08;1,8404;-0,0085
-101,07325;39,3857267;225,17;407,79;972,5;3,74;139,01;1,35;45,13;48,12;1,07;1,8521;-0,0085
-101,0732283;39,3857267;222,04;388,89;972,5;3,84;139,02;1,3;45,14;47,9;1,06;1,8702;-0,0083
-101,0732083;39,3857267;220,69;382,02;972,4;3,88;139,01;1,26;44,78;47,64;1,06;1,894;-0,008
-101,0731866;39,3857267;220,47;382,76;972,3;3,89;138,94;1,25;44,13;47,35;1,07;1,9243;-0,0076
-101,073165;39,3857267;220,47;385,08;972,1;3,87;138,76;1,31;43,46;46,98;1,08;1,9586;-0,0071
-101,0731433;39,3857267;220,31;386,37;972;3,85;138,55;1,48;43,01;46,53;1,08;1,9984;-0,0065
-101,0731233;39,3857267;220,15;387,31;972;3,84;138,43;1,72;42,81;46,07;1,08;2,0391;-0,0059
-101,0731033;39,3857267;220,21;388,85;972;3,85;138,41;1,98;42,82;45,67;1,07;2,0868;-0,0052
-101,0730833;39,3857267;220,3;389,66;971,9;3,88;138,48;2,17;42,98;45,42;1,06;2,1322;-0,0045
-101,0730633;39,3857249;220,29;389;971,9;3,92;138,57;2,27;43,21;45,31;1,05;2,1798;-0,0037
-101,0730416;39,3857249;220,16;387,63;971,7;3,95;138,65;2,28;43,23;45,09;1,04;2,2267;-0,0026
-101,0730216;39,3857249;220,05;387,67;971,5;3,97;138,68;2,24;42,8;44,63;1,04;2,2764;-0,0016
-101,0729983;39,3857233;219,95;390;971,5;3,98;138,63;2,2;41,81;43,81;1,05;2,3383;-0,0003
-101,0729783;39,3857217;219,81;392,1;971,5;3,98;138,49;2,19;40,85;43,04;1,05;2,3841;0,0009
-101,0729566;39,3857217;219,57;392,89;971,5;3,97;138,24;2,18;39,92;42,28;1,06;2,4306;0,0021
-101,072935;39,38572;219,28;391,42;971,4;3,95;137,96;2,17;39,16;41,71;1,07;2,4802;0,0034
-101,0729116;39,38572;218,84;387,68;971,4;3,92;137,75;2,13;38,48;41,48;1,08;2,5226;0,0048
-101,0728916;39,38572;218,51;384,35;971,2;3,91;137,66;2,06;38,05;41,6;1,09;2,5567;0,0059
-101,0728716;39,38572;218,47;382,51;971,2;3,91;137,67;1,97;37,82;41,97;1,11;2,5828;0,0067
-101,0728499;39,38572;218,96;383,33;971,1;3,92;137,76;1,84;37,81;42,46;1,12;2,6188;0,0077
-101,0728283;39,3857183;219,71;385,79;971,1;3,94;137,87;1,72;37,9;42,9;1,13;2,6536;0,0087
-101,0728066;39,3857183;220,41;388,01;971,2;3,94;137,96;1,6;37,85;43,2;1,14;2,6777;0,0096
-101,072785;39,3857167;220,83;388,51;971,2;3,93;137,99;1,52;37,58;43,31;1,15;2,7082;0,0107
-101,072765;39,3857167;220,95;387,62;971,2;3,92;137,95;1,47;37,2;43,27;1,16;2,7217;0,0114
-101,0727433;39,385715;220,69;385,05;971,2;3,92;137,8;1,48;36,83;43,24;1,17;2,7407;0,0121
-101,0727233;39,385715;220,15;381,48;971,1;3,91;137,59;1,57;36,68;43,32;1,18;2,7596;0,0125
-101,0727033;39,3857167;219,69;378,69;971;3,9;137,39;1,76;36,81;43,59;1,18;2,7795;0,0122
-101,0726816;39,3857167;219,74;379,11;971;3,9;137,27;2,05;37,3;44,08;1,18;2,8047;0,0124
-101,0726616;39,3857167;220,33;383,27;971;3,9;137,29;2,35;38;44,61;1,17;2,8275;0,0124
-101,0726399;39,3857167;220,91;387,8;970,9;3,93;137,42;2,61;38,76;45,16;1,17;2,8448;0,0127
-101,0726216;39,385715;221,07;389,52;970,9;3,97;137,58;2,75;39,29;45,48;1,16;2,8586;0,0132
-101,0726;39,385715;221,02;389,71;970,8;4,02;137,75;2,8;39,74;45,51;1,15;2,8785;0,0133
-101,0725783;39,385715;221,92;395,95;970,9;4,05;137,84;2,73;40,1;45,17;1,13;2,9003;0,0134
-101,0725566;39,385715;224,93;417,18;971;4,06;137,78;2,49;40,33;44,52;1,1;2,9237;0,0136
-101,0725116;39,385715;230,84;462,96;971,1;4,02;136,98;1,62;39,49;42,05;1,06;2,9799;0,0141
-101,0724899;39,3857133;228,64;449,63;971,1;4,01;136,48;1,36;38,52;40,39;1,05;3,0069;0,0152
-101,07247;39,3857133;224,94;424,22;970,9;4;136,15;1,26;37,81;39,07;1,03;3,0256;0,0164
-101,0724483;39,3857133;221,13;396,62;970,8;4;136,06;1,26;37,54;38,24;1,02;3,0493;0,0174
-101,0724266;39,3857133;218,62;377,33;970,8;3,99;136,27;1,31;37,84;38,3;1,01;3,0738;0,0185
-101,072405;39,3857133;217,6;368,25;970,8;3,99;136,69;1,35;38,55;39,18;1,02;3,0987;0,0197
-101,0723833;39,3857133;217,43;365,49;970,8;3,98;137,1;1,36;39,29;40,49;1,03;3,1238;0,0209
-101,0723633;39,3857133;217,45;365,08;970,8;3,97;137,33;1,34;39,76;41,74;1,05;3,1465;0,022
-101,0723416;39,3857133;217,27;364,45;970,7;3,97;137,36;1,31;39,89;42,76;1,07;3,1743;0,0229
-101,0723216;39,3857133;216,8;362,67;970,6;3,96;137,18;1,28;39,7;43,32;1,09;3,1987;0,0237
-101,0722999;39,3857117;216,25;360,6;970,6;3,95;136,86;1,25;39,27;43,5;1,11;3,2034;0,025
-101,07228;39,3857117;215,98;359,8;970,4;3,93;136,51;1,24;38,81;43,29;1,12;3,2152;0,0253
-101,0722583;39,3857117;216,06;360,71;970,3;3,91;136,2;1,23;38,48;42,75;1,11;3,2269;0,0254
-101,0722366;39,3857117;216,47;363,37;970,3;3,91;136,06;1,23;38,45;42,08;1,09;3,2376;0,0252
-101,0722166;39,38571;217,07;367,33;970,3;3,91;136,12;1,23;38,75;41,59;1,07;3,2366;0,0252
-101,072195;39,38571;217,83;372,87;970,3;3,94;136,36;1,24;39,38;41,4;1,05;3,2446;0,0244
-101,0721733;39,38571;218,58;378,82;970,3;3,96;136,63;1,25;40,15;41,69;1,04;3,2555;0,0232
-101,0721533;39,38571;219,11;383,43;970,1;3,98;136,81;1,27;40,8;42,29;1,04;3,2663;0,0217
-101,0721316;39,38571;219,47;386,62;970;3,99;136,86;1,28;41,28;43,05;1,04;3,2582;0,0197
-101,0721116;39,38571;219,68;387,69;969,9;3,99;136,79;1,29;41,45;43,57;1,05;3,255;0,0179
-101,07209;39,38571;219,89;387,69;970;3,98;136,53;1,31;41,31;43,66;1,06;3,2526;0,0157
-101,0720683;39,38571;219,99;386,83;970;3,97;136,13;1,32;40,88;43,24;1,06;3,2505;0,0134
-101,0720483;39,38571;219,74;384,84;970;3,96;135,74;1,34;40,26;42,49;1,06;3,2491;0,0113
-101,0720266;39,3857083;219,11;381,62;970;3,94;135,46;1,37;39,48;41,44;1,05;3,2368;0,0094
-101,0720083;39,3857083;218,5;378,99;970;3,93;135,44;1,39;38,95;40,6;1,04;3,2413;0,0077
-101,0719866;39,38571;218,12;377,9;970;3,93;135,69;1,41;38,72;39,89;1,03;3,2612;0,0056
-101,0719666;39,38571;218,36;379,76;969,9;3,94;136,08;1,43;39;39,71;1,02;3,2513;0,0041
-101,071945;39,38571;219,09;384;969,9;3,95;136,5;1,45;39,71;39,95;1,01;3,2471;0,003
-101,0719233;39,3857083;219,9;388,67;969,9;3,96;136,77;1,48;40,53;40,49;1;3,2363;0,0023
-101,0719033;39,3857083;220,52;392,44;970;3,97;136,86;1,51;41,16;41,07;1;3,2388;0,0018
-101,0718833;39,3857083;221;395,56;970;3,98;136,81;1,54;41,54;41,58;1;3,2432;0,0015
-101,07186;39,3857083;221,4;397,88;969,9;3,98;136,55;1,56;41,55;42;1,01;3,2507;0,0013
-101,0718383;39,3857083;221,39;397,72;969,7;3,98;136,18;1,57;41,21;42,17;1,02;3,2638;0,0013
-101,0718183;39,3857083;221,04;395,98;969,7;3,97;135,82;1,58;40,77;42,19;1,03;3,2738;0,0014
-101,0717966;39,3857083;220,51;393,61;969,7;3,95;135,57;1,58;40,44;42,18;1,04;3,2835;0,0013
-101,0717766;39,3857083;220,06;391,9;969,7;3,94;135,59;1,59;40,45;42,26;1,04;3,2861;0,0009
-101,0717566;39,3857083;219,61;390,47;969,8;3,94;135,87;1,6;40,85;42,51;1,04;3,2948;0,0009
-101,071735;39,3857083;219,06;388,65;969,7;3,95;136,36;1,61;41,59;42,92;1,03;3,3052;0,0009
-101,0717133;39,3857083;218,38;386,25;969,7;3,96;136,8;1,61;42,32;43,36;1,02;3,3165;0,0009
-101,0716916;39,3857083;217,76;383,85;969,6;3,96;137,03;1,62;42,75;43,7;1,02;3,3281;0,0009
-101,0716716;39,3857083;217,46;382,64;969,4;3,96;137,01;1,62;42,79;43,88;1,03;3,3488;0,0011
-101,0716516;39,3857083;217,52;382,15;969,3;3,96;136,83;1,62;42,45;43,92;1,03;3,3497;0,0011
-101,07163;39,3857083;217,72;381;969,3;3,96;136,52;1,62;41,7;43,79;1,05;3,3577;0,0011
-101,0716083;39,3857067;217,73;377,97;969,4;3,95;136,18;1,61;40,7;43,44;1,07;3,353;0,0013
-101,0715883;39,3857067;217,3;373,55;969,4;3,95;135,92;1,6;39,86;43;1,08;3,3449;0,0011
-101,0715683;39,3857067;216,63;369,59;969,5;3,94;135,77;1,58;39,28;42,62;1,09;3,3435;0,0012
-101,0715466;39,385705;216;367,39;969,5;3,93;135,78;1,56;38,93;42,47;1,09;3,3307;0,0015
-101,0715266;39,385705;215,83;368,03;969,6;3,93;136;1,53;38,72;42,54;1,1;3,3273;0,0016
-101,0715066;39,385705;216,19;371,31;969,6;3,94;136,35;1,5;38,52;42,61;1,11;3,322;0,0025
-101,071485;39,385705;217,13;377,36;969,6;3,96;136,74;1,49;38,28;42,42;1,11;3,3133;0,0028
-101,0714633;39,3857033;218,41;384,99;969,6;3,98;137,01;1,48;38,07;41,98;1,1;3,2949;0,0034
-101,0714433;39,385705;219,54;391,48;969,6;3,99;137,11;1,49;37,94;41,58;1,1;3,2879;0,0036
-101,0714216;39,385705;220,5;396,45;969,5;3,99;137,08;1,49;37,87;41,39;1,09;3,2758;0,0041
-101,0714;39,385705;221,11;398,83;969,6;3,99;136,99;1,49;37,9;41,51;1,1;3,2507;0,0047
-101,0713816;39,385705;221,39;399;969,6;3,97;136,85;1,48;38,03;41,76;1,1;3,2348;0,0051
-101,07136;39,385705;221,66;398;969,7;3,95;136,64;1,48;38,32;42,1;1,1;3,2236;0,0058
-101,0713383;39,385705;222,07;397,25;969,7;3,92;136,43;1,47;38,75;42,32;1,09;3,1962;0,0068
-101,0713183;39,3857033;222,55;397,5;969,7;3,91;136,36;1,46;39,29;42,38;1,08;3,1693;0,0073
-101,0713;39,3857033;222,87;397,97;969,8;3,91;136,46;1,46;39,9;42,31;1,06;3,153;0,0075
-101,07128;39,3857017;222,84;397,4;969,9;3,93;136,77;1,46;40,61;42,22;1,04;3,1325;0,0078
-101,0712583;39,3857033;222,22;394,63;970;3,96;137,22;1,46;41,23;42,18;1,02;3,1124;0,0075
-101,0712383;39,3857033;221,26;390,36;970;3,98;137,58;1,46;41,5;42,29;1,02;3,1018;0,0073
-101,0712166;39,3857017;220,02;384,76;970;3,99;137,82;1,46;41,49;42,59;1,03;3,0855;0,007
-101,0711966;39,3857017;218,9;379,35;970;4;137,91;1,45;41,42;42,94;1,04;3,0649;0,0065
-101,071175;39,3857017;217,82;373,35;970,1;4;137,9;1,45;41,47;43,28;1,04;3,0432;0,006
-101,071155;39,3857017;217,53;370,21;970,1;4;137,82;1,46;41,65;43,43;1,04;3,0284;0,0053
-101,0711333;39,3857017;218,06;369,83;970,1;4;137,7;1,47;41,98;43,49;1,04;3,0156;0,0043
-101,0711116;39,3857017;219,92;375,72;970,2;4,01;137,6;1,49;42,27;43,46;1,03;3,0065;0,0032
-101,0710916;39,3857017;222,92;388,43;970,2;4,02;137,58;1,5;42,3;43,34;1,02;2,9872;0,0021
-101,07107;39,3857017;227,05;408,57;970,2;4,03;137,63;1,49;42,02;43,01;1,02;2,9828;0,0007
-101,07105;39,3857017;230,22;426,64;970,3;4,03;137,74;1,42;41,5;42,5;1,02;2,9761;-0,0004
-101,0709866;39,3857033;220,23;392,35;970,5;3,97;138,36;1,07;40,53;40,69;1;2,9234;-0,0036
-101,0709666;39,3857017;217,74;379,64;970,5;3,96;138,54;1,1;40,29;40,34;1;2,9109;-0,004
-101,070945;39,3857017;216,9;373,86;970,5;3,96;138,67;1,21;39,83;40,19;1,01;2,8962;-0,0046
-101,0709249;39,3857017;216,58;371,13;970,5;3,97;138,7;1,33;39,37;40,43;1,03;2,8712;-0,0049
-101,0709033;39,3857017;216,62;371,12;970,5;3,97;138,64;1,46;39,01;41,07;1,05;2,8553;-0,0049
-101,0708816;39,3857;216,62;371,68;970,4;3,98;138,54;1,53;38,85;41,97;1,08;2,8417;-0,0051
-101,0708616;39,3857;216,66;372,32;970,3;3,98;138,52;1,56;38,77;42,75;1,1;2,818;-0,0048
-101,07084;39,3857;216,64;372,06;970,2;3,97;138,57;1,54;38,61;43,36;1,12;2,7865;-0,0043
-101,07082;39,3856983;216,51;370,46;970,2;3,96;138,65;1,48;38,48;43,68;1,14;2,7657;-0,0037
-101,0708;39,3857;216,39;368,34;970,2;3,94;138,69;1,38;38,42;43,75;1,14;2,7272;-0,0033
-101,0707783;39,3856983;216,38;366,65;970,2;3,93;138,69;1,27;38,38;43,59;1,14;2,6985;-0,0026
-101,0707583;39,3856983;216,48;366,29;970,2;3,92;138,72;1,18;38,2;43,33;1,13;2,6637;-0,0021
-101,0707383;39,3857;216,53;366,69;970,2;3,93;138,87;1,12;37,82;43,12;1,14;2,6187;-0,0015
-101,0707183;39,3857;216,38;366,79;970,2;3,94;139,15;1,09;37,39;43,11;1,15;2,5871;-0,0011
-101,0706983;39,3857;215,98;365,78;970,1;3,96;139,52;1,12;37,23;43,35;1,16;2,5485;-0,0003
-101,0706783;39,3857;215,41;363,37;970,1;3,97;139,89;1,21;37,49;43,77;1,17;2,5072;0,0005
-101,0706566;39,3856983;214,69;359,41;970,1;3,98;140,2;1,37;38,07;44,24;1,16;2,4712;0,0015
-101,070635;39,3856983;214,06;355,55;970;3,97;140,33;1,56;38,58;44,48;1,15;2,4261;0,0025
-101,0706149;39,3856983;213,71;353,19;970;3,97;140,29;1,69;38,73;44,44;1,15;2,3858;0,0033
-101,0705933;39,3856983;213,68;352,55;970;3,95;140,14;1,77;38,58;44,11;1,14;2,3407;0,0043
-101,0705733;39,3856983;213,92;353,58;969,9;3,93;140,02;1,77;38,35;43,61;1,14;2,297;0,0052
-101,0705516;39,3856983;214,28;355,81;969,9;3,89;140,02;1,72;38,38;42,96;1,12;2,2559;0,006
-101,0705316;39,3857;214,61;358,73;969,9;3,87;140,17;1,66;38,85;42,4;1,09;2,2133;0,0068
-101,0705133;39,3857;214,89;361,9;969,8;3,87;140,4;1,59;39,6;41,98;1,06;2,1801;0,0073
-101,0704933;39,3857;215,08;364,77;969,7;3,88;140,69;1,51;40,57;41,63;1,03;2,1461;0,0078
-101,0704716;39,3857;215,13;366,29;969,7;3,9;140,97;1,44;41,55;41,4;1;2,112;0,0082
-101,07045;39,3856983;214,89;365;969,7;3,93;141,17;1,42;42,22;41,34;0,98;2,0918;0,0082
-101,0704283;39,3856983;214,39;361,32;969,8;3,95;141,25;1,45;42,62;41,53;0,97;2,0619;0,008
-101,0704083;39,3856983;213,89;357,55;969,8;3,97;141,24;1,5;42,84;41,93;0,98;2,0381;0,0077
-101,0703866;39,3856983;213,58;355,12;969,8;3,99;141,14;1,56;43,14;42,56;0,99;2,02;0,0072
-101,0703649;39,3856983;213,63;354,89;969,8;4;140,96;1,57;43,56;43,3;0,99;2,0064;0,0066
-101,070345;39,3856983;213,86;355,33;969,7;3,99;140,8;1,55;43,83;43,95;1;1,9961;0,006
-101,070325;39,3856983;214,13;355,24;969,5;3,96;140,71;1,54;43,66;44,47;1,02;1,9882;0,0054
-101,0703049;39,3856967;214,42;354,83;969,5;3,93;140,77;1,57;42,9;44,79;1,04;1,9916;0,0048
-101,070285;39,3856967;214,76;355,06;969,5;3,92;140,95;1,65;41,82;44,95;1,07;1,9912;0,0045
-101,070265;39,385695;215,11;356,66;969,5;3,92;141,22;1,75;40,81;44,98;1,1;2,0004;0,0041
-101,0702416;39,3856967;215,36;359,39;969,5;3,92;141,57;1,82;40,23;44,88;1,12;1,9935;0,0041
-101,0702216;39,385695;215,34;361,37;969,4;3,89;141,86;1,81;40,3;44,62;1,11;2,0059;0,004
-101,0702016;39,385695;214,96;361,54;969,5;3,87;142,18;1,73;40,6;44,09;1,09;2,0131;0,0042
-101,0701816;39,385695;214,29;359,7;969,5;3,84;142,41;1,6;41,18;43,36;1,05;2,0223;0,0044
-101,07016;39,385695;213,37;355,81;969,5;3,81;142,47;1,44;42,08;42,54;1,01;2,0315;0,0048
-101,07014;39,385695;212,49;351,21;969,6;3,76;142,34;1,31;42,93;41,91;0,98;2,0422;0,0051
-101,0701183;39,385695;211,73;346,32;969,6;3,7;142,08;1,2;43,5;41,49;0,95;2,0505;0,0055
-101,0700983;39,3856933;211,42;343,44;969,5;3,62;141,84;1,15;43,7;41,4;0,95;2,0663;0,0059
-101,0700833;39,3856933;211,32;341,93;969,5;3,56;141,71;1,13;43,64;41,42;0,95;2,0693;0,0062
-101,07;39,3856117;225,26;422,43;971,3;2,84;143,52;1,15;47,43;52,09;1,1;2,3522;0,0139
-101,07;39,3856117;225,26;422,43;971,3;2,84;143,52;1,15;47,43;52,09;1,1;2,3522;0,0139
-101,070015;39,3856117;224,16;415,13;971,3;3,02;143,55;1,21;47,98;52,17;1,09;2,351;0,0136
-101,0700366;39,3856117;222,59;404,15;971,3;3,3;143,57;1,36;48,54;52,01;1,07;2,349;0,013
-101,0700566;39,3856117;221,58;396,39;971,2;3,53;143,55;1,58;48,61;51,43;1,06;2,3466;0,0123
-101,0700783;39,3856117;221,25;392,78;971,3;3,65;143,42;1,87;48,12;50,19;1,04;2,3453;0,0113
-101,0701;39,3856117;221,38;393,08;971,3;3,56;143,11;2,13;47,32;48,6;1,03;2,3385;0,0102
-101,0701216;39,3856117;221,41;394,02;971,3;3,25;142,51;2,28;46,68;47,23;1,01;2,3324;0,008
-101,0701433;39,3856117;221,14;393,39;971,2;2,84;141,49;2,34;46,29;46,52;1;2,323;0,0069
-101,0701616;39,3856117;220,82;391,91;971,3;2,56;140,37;2,34;46,09;46,48;1,01;2,3153;0,0059
-101,070175;39,3856117;220,57;390,33;971,3;2,44;139,48;2,34;45,98;46,68;1,02;2,3099;0,0051
-101,0701816;39,3856117;220,46;389,51;971,3;2,41;139,02;2,34;45,93;46,82;1,02;2,3074;0,0047
-101,0701933;39,3856117;220,23;387,75;971,3;2,43;138,22;2,32;45,83;47,13;1,03;2,3032;0,004
-101,0701933;39,3856117;220,23;387,75;971,2;2,43;138,22;2,32;45,83;47,13;1,03;2,3032;0,004
-101,0702066;39,3856117;219,99;385,74;971,2;2,52;137,31;2,31;45,72;47,53;1,04;2,2988;0,0033
-101,0702233;39,3856134;219,72;383,43;971,3;2,75;136,27;2,29;45,59;48,02;1,05;2,2922;0,0024
-101,0702433;39,3856134;219,65;382,28;971,3;3,12;135,15;2,27;45,54;48,54;1,07;2,2881;0,0015
-101,0702633;39,3856134;219,95;383,68;971,1;3,49;134,32;2,25;45,58;48,75;1,07;2,2899;0,0009
-101,070285;39,3856117;220,67;387,74;970,9;3,76;133,8;2,24;45,66;48,5;1,06;2,2924;-0,0004
-101,0703049;39,3856117;221,38;391,84;971;3,9;133,6;2,23;45,74;47,89;1,05;2,2913;-0,0003
-101,0703266;39,3856117;221,97;395,06;970,9;3,95;133,5;2,23;45,84;47,1;1,03;2,2925;0
-101,0703466;39,3856117;222,25;396,63;970,8;3,96;133,4;2,23;46;46,47;1,01;2,2976;0,0004
-101,0703683;39,3856117;222,28;396,92;970,7;3,96;133,21;2,25;46,26;45,97;0,99;2,3058;0,0011
-101,07039;39,3856117;222,06;395,86;970,6;3,95;132,93;2,3;46,55;45,68;0,98;2,3168;0,0018
-101,07041;39,3856117;221,81;394,47;970,6;3,92;132,64;2,39;46,64;45,59;0,98;2,3292;0,0024
-101,07043;39,3856117;221,71;393,89;970,6;3,9;132,36;2,5;46,46;45,73;0,98;2,3478;0,003
-101,07045;39,3856134;221,97;395,37;970,8;3,88;132,12;2,64;46,06;46,03;1;2,3703;0,0037
-101,07047;39,3856134;222,53;398,99;970,8;3,87;131,93;2,75;45,63;46,37;1,02;2,3828;0,0042
-101,07049;39,3856134;223,16;403,51;970,8;3,88;131,85;2,84;45,4;46,56;1,03;2,3992;0,0046
-101,0705116;39,3856134;223,69;407,85;970,7;3,91;131,86;2,88;45,45;46,36;1,02;2,4201;0,005
-101,0705316;39,3856134;224,02;410,81;970,6;3,93;131,94;2,9;45,64;45,78;1;2,4408;0,0052
-101,0705533;39,3856117;224,19;412,84;970,5;3,96;132,05;2,91;45,7;44,93;0,98;2,4632;0,0055
-101,070575;39,3856117;224,15;413,49;970,5;3,97;132,11;2,91;45,39;44,2;0,97;2,4875;0,0056
-101,070595;39,3856134;223,9;412,6;970,5;3,98;132,07;2,91;44,82;43,8;0,98;2,5153;0,0057
-101,0706166;39,3856117;223,58;410,94;970,4;3,97;131,87;2,91;44,11;43,63;0,99;2,5454;0,0059
-101,0706383;39,3856117;223,44;409,5;970,2;3,96;131,55;2,91;43,53;43,55;1;2,5654;0,0063
-101,07066;39,3856134;223,58;408,95;970;3,93;131,24;2,91;43,22;43,49;1,01;2,5902;0,0065
-101,07068;39,3856134;223,89;408,94;970;3,91;131,12;2,91;43,09;43,35;1,01;2,6101;0,0068
-101,0707199;39,3856117;224,24;409,53;969,9;3,89;131,42;2,9;43,06;43,15;1;2,6432;0,0078
-101,07074;39,3856117;224,06;410,35;969,9;3,89;131,52;2,9;43,28;43,3;1;2,6608;0,0083
-101,0707616;39,3856134;223,73;411,86;969,8;3,91;131,44;2,89;43,93;43,77;1;2,6845;0,0085
-101,0707833;39,3856134;223,36;413,6;969,8;3,92;131,25;2,89;44,97;44,49;0,99;2,7039;0,0089
-101,0708033;39,385615;222,98;414,49;969,7;3,92;131,05;2,88;45,94;45,16;0,98;2,7202;0,0095
-101,0708233;39,385615;222,53;413,84;969,7;3,92;130,84;2,87;46,5;45,61;0,98;2,7268;0,0102
-101,0708433;39,385615;222,02;411,47;969,8;3,93;130,58;2,87;46,49;45,77;0,98;2,7311;0,0109
-101,0708633;39,3856166;221,54;407,87;969,7;3,92;130,22;2,86;46,06;45,72;0,99;2,7409;0,0112
-101,0708833;39,3856166;221,36;404,1;969,7;3,91;129,73;2,85;45,51;45,66;1;2,7415;0,0121
-101,070945;39,3856183;223,74;400,25;969,2;3,82;128,17;2,8;45,34;46,04;1,02;2,7408;0,0146
-101,070965;39,3856183;224,38;400,59;969,2;3,82;128,04;2,79;45,63;45,89;1,01;2,7354;0,0159
-101,070985;39,3856183;225,09;401,7;969,3;3,85;128;2,78;45,81;45,56;0,99;2,7169;0,0173
-101,071005;39,3856183;226,66;406,74;969,2;3,9;127,97;2,76;45,73;45,07;0,99;2,7036;0,0188
-101,0710266;39,3856183;230,11;421,47;969,2;3,94;127,92;2,72;45,26;44,47;0,98;2,6813;0,0203
-101,0710483;39,3856166;234,66;444,03;969,2;3,97;127,84;2,65;44,41;44,13;0,99;2,6495;0,0224
-101,07107;39,3856166;237,59;460,9;969,3;3,96;127,77;2,56;43,35;44,27;1,02;2,6286;0,0237
-101,07109;39,385615;236,55;458,26;969,4;3,94;127,77;2,46;42,29;44,79;1,06;2,6005;0,0254
-101,0711116;39,3856134;231,51;434,45;969,3;3,93;127,87;2,37;41,19;45,38;1,1;2,5643;0,0268
-101,0711316;39,385615;225,43;403,77;969,3;3,94;128,02;2,31;40,37;45,56;1,13;2,5653;0,0265
-101,0711516;39,385615;220,16;376,6;969,4;3,95;128,16;2,26;39,94;45,12;1,13;2,5424;0,0268
-101,0711733;39,385615;216,5;357,94;969,3;3,95;128,22;2,19;39,99;44,05;1,1;2,5239;0,0268
-101,071195;39,3856166;214,71;349,43;969,1;3,96;128,16;2,1;40,4;42,67;1,06;2,5185;0,0257
